val_loss,val_acc,timestamp,epoch,step,train_loss,train_acc,test_loss,test_acc
0.20503079891204834,0.6187711954116821,1759453696.0,0,255,,,,
,,,0,255,0.570035457611084,0.42277249693870544,,
0.12271293252706528,0.7591489553451538,1759453696.0,1,511,,,,
,,,1,511,0.17107786238193512,0.7187604904174805,,
0.08127554506063461,0.8737926483154297,1759453696.0,2,767,,,,
,,,2,767,0.12439502030611038,0.7937318682670593,,
0.1688905954360962,0.7395864725112915,1759453696.0,3,1023,,,,
,,,3,1023,0.11727838218212128,0.8122872710227966,,
0.07575149089097977,0.8953019976615906,1759453696.0,4,1279,,,,
,,,4,1279,0.10297611355781555,0.8369408249855042,,
0.07103604078292847,0.878343939781189,1759453696.0,5,1535,,,,
,,,5,1535,0.1037508174777031,0.8328826427459717,,
0.06951538473367691,0.8616625070571899,1759453696.0,6,1791,,,,
,,,6,1791,0.0904126986861229,0.8551912307739258,,
0.07009002566337585,0.8612143993377686,1759453824.0,7,2047,,,,
,,,7,2047,0.08347464352846146,0.8635448813438416,,
0.07462454587221146,0.8659409284591675,1759453824.0,8,2303,,,,
,,,8,2303,0.08500181138515472,0.8631868362426758,,
0.08590879291296005,0.8518173098564148,1759453824.0,9,2559,,,,
,,,9,2559,0.08563944697380066,0.8621412515640259,,
0.07413323223590851,0.8983672261238098,1759453824.0,10,2815,,,,
,,,10,2815,0.07955556362867355,0.8730741143226624,,
0.06758548319339752,0.9128137230873108,1759453824.0,11,3071,,,,
,,,11,3071,0.08110904693603516,0.8697247505187988,,
0.09691150486469269,0.8477109670639038,1759453824.0,12,3327,,,,
,,,12,3327,0.0791911855340004,0.8714837431907654,,
0.048773687332868576,0.9233817458152771,1759453824.0,13,3583,,,,
,,,13,3583,0.08155617862939835,0.8714796900749207,,
0.06767156720161438,0.8887484073638916,1759456768.0,14,3839,,,,
,,,14,3839,0.0745604932308197,0.8828828930854797,,
0.06465170532464981,0.8861084580421448,1759456768.0,15,4095,,,,
,,,15,4095,0.07551255077123642,0.8810670375823975,,
0.06477131694555283,0.8983818888664246,1759456768.0,16,4351,,,,
,,,16,4351,0.07360990345478058,0.8828912377357483,,
0.06648633629083633,0.9028646945953369,1759456768.0,17,4607,,,,
,,,17,4607,0.07971643656492233,0.8692540526390076,,
0.06125229597091675,0.910163938999176,1759456768.0,18,4863,,,,
,,,18,4863,0.07200947403907776,0.8873030543327332,,
,,,19,4864,,,0.0839928612112999,0.9106438755989075
